Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,CO2 Emissions,Renewable Energy Jobs,Renewable Energy Targets,Electricity Prices,Proportion of Energy from Renewables
Canada,2001,Wind,59686.84,18803.9,6781288344.55,148414.57,211466.45,680134,0,0.25,39.39
Canada,2001,Wind,90637.02,21974.24,4624372443.93,356924.26,950213.9,567717,0,0.36,61.02
Canada,2001,Wind,45887.19,35550.55,8428212469.42,120662.95,792112.11,785839,0,0.24,2.2
Canada,2002,Biomass,75454.52,3755.72,2087846540.36,369672.7,137600.16,3191,0,0.05,91.29
Canada,2002,Biomass,94188.85,14510.64,3138388128.13,499204.5,343486.5,263842,0,0.31,31.36
Canada,2002,Biomass,33167.62,29777.59,3975338216.16,704480.51,594630.85,161432,0,0.25,10.52
Canada,2002,Geothermal,96663.09,28077.8,494425759.44,143007.36,518965.61,826255,1,0.16,77.5
Canada,2002,Geothermal,34649.23,39468.33,3479280461.2,344744.28,437051.08,630218,1,0.49,13.57
Canada,2002,Hydro,41231.83,9191.45,8936464531.72,201708.98,888831.41,152246,0,0.4,51.45
Canada,2002,Hydro,7237.33,6424.02,308524799.8,791495.95,779746.63,795392,0,0.4,80.12
Canada,2002,Solar,60370.76,18202.62,2494315117.02,854655.3,319139.52,531757,1,0.45,3.47
Canada,2002,Solar,86377.61,7766.35,9334785343.6,334341.93,470240.23,684617,1,0.49,85.68
Canada,2002,Wind,57780.1,22408.24,2810623523.56,364330.1,146833.08,938728,1,0.3,55.02
Canada,2002,Wind,56286.24,2227.73,9723321126.96,899852.62,178032.54,781256,0,0.12,59.81
Canada,2002,Wind,19363.09,3316.73,3846614710.49,820594.74,695809.51,322191,1,0.13,8.51
Canada,2003,Biomass,43566.08,10351.82,3695058488.44,28821.71,244918.24,588654,1,0.41,13.77
Canada,2003,Biomass,94354.63,22974.26,761229339.08,144218.78,929984.92,902309,0,0.14,25.61
Canada,2003,Geothermal,6652.72,34393.0,9954945407.58,840451.3,160633.0,276684,0,0.33,43.04
Canada,2003,Hydro,41670.24,4108.38,1014525794.65,498778.39,847249.87,124945,0,0.47,57.06
Canada,2003,Solar,31930.22,38822.18,828909331.92,64167.76,348264.42,796639,0,0.26,69.96
Canada,2003,Solar,10733.85,34051.3,9901486912.87,516308.26,249320.13,86747,0,0.36,77.69
Canada,2003,Solar,49274.88,1398.87,4427219726.95,919042.33,36182.13,388303,0,0.16,73.74
Canada,2003,Solar,25018.14,20560.91,9945499068.07,796001.34,585705.53,861030,1,0.29,33.18
Canada,2003,Solar,16066.66,15333.81,9361396770.3,335788.0,518107.54,399077,1,0.07,10.11
Canada,2004,Geothermal,45024.39,27487.72,2239056591.06,986204.32,56133.07,661078,1,0.37,22.33
Canada,2004,Geothermal,70308.74,9897.99,1694419770.08,793243.91,767987.96,37127,0,0.32,18.84
Canada,2004,Geothermal,67528.0,48255.35,2687979959.81,386513.17,996523.09,622636,0,0.23,9.05
Canada,2004,Hydro,3238.99,12509.13,3332407976.57,903112.35,721910.7,571986,1,0.16,27.8
Canada,2004,Hydro,36362.11,19440.86,317665305.31,984409.26,896348.91,227823,1,0.27,17.41
Canada,2004,Solar,39231.08,3506.43,7419013748.35,11156.78,226615.49,254576,1,0.29,16.86
Canada,2004,Solar,7406.91,46665.8,3203470224.7,18823.41,891348.92,225315,1,0.47,77.53
Canada,2004,Wind,72411.58,15018.28,6096467846.85,156363.95,178032.8,211404,1,0.12,43.45
Canada,2004,Wind,43857.65,36479.0,1324296796.88,490480.53,170889.08,721335,0,0.44,84.69
Canada,2004,Wind,17465.24,47051.22,3800845362.19,447319.86,450622.12,116389,0,0.09,55.33
Canada,2004,Wind,14894.93,29657.24,3656795729.76,350000.68,26722.63,471450,1,0.35,40.47
Canada,2005,Geothermal,35336.54,4103.63,5669710972.01,899404.7,37642.83,899627,1,0.31,38.18
Canada,2005,Geothermal,7808.77,2236.43,7079819201.64,618464.33,214595.32,371447,1,0.29,71.24
Canada,2005,Hydro,93109.54,23891.68,7930483452.13,213425.78,890007.7,263763,0,0.47,71.7
Canada,2005,Solar,2951.14,16582.21,6622685042.78,290565.84,792319.92,544849,1,0.25,31.29
Canada,2005,Solar,62650.26,17982.95,345933077.9,978682.73,614855.43,26556,1,0.3,58.98
Canada,2006,Biomass,86100.71,14247.81,7503002240.5,478073.59,375663.28,377878,0,0.48,70.98
Canada,2006,Biomass,17318.09,45224.37,569163344.63,128280.94,736894.71,369048,1,0.26,41.55
Canada,2006,Biomass,17483.39,4944.82,6567938070.95,439442.43,916978.69,781162,0,0.24,18.72
Canada,2006,Hydro,87778.69,46890.89,8603843465.06,137255.23,477512.27,33161,0,0.32,68.75
Canada,2006,Hydro,90590.6,20430.92,132973690.68,869208.36,721550.83,670121,1,0.44,22.33
Canada,2006,Hydro,12916.08,28645.16,1378406110.87,329882.19,49609.07,174356,0,0.27,5.66
Canada,2006,Solar,7945.09,12360.46,1746943197.11,42258.15,800017.29,694107,0,0.41,99.98
Canada,2006,Solar,84246.36,39190.7,6375725836.84,561031.26,746355.26,876639,0,0.25,38.24
Canada,2006,Wind,96006.77,49997.39,1264606557.91,781641.17,550530.8,555660,0,0.24,20.76
Canada,2006,Wind,8672.6,48501.43,447293887.81,568199.92,192247.26,889023,1,0.21,86.78
Canada,2006,Wind,25365.23,21604.93,1221862320.87,760924.01,530091.43,213880,0,0.1,56.32
Canada,2006,Wind,61115.01,1388.05,1618033311.99,110329.83,772542.12,530144,1,0.13,2.19
Canada,2007,Biomass,91212.79,29801.12,9330571336.7,332224.66,92057.34,542019,0,0.05,78.77
Canada,2007,Geothermal,16908.33,14440.24,7935535031.56,64139.34,761811.39,253175,0,0.27,55.67
Canada,2007,Geothermal,67493.43,7172.97,9607710947.96,724939.54,407305.67,337070,0,0.49,38.63
Canada,2007,Geothermal,7621.97,10310.21,8834862577.07,454421.34,37270.46,804711,1,0.27,57.61
Canada,2007,Hydro,81768.78,3229.81,3630185501.22,884058.02,891059.58,617352,0,0.49,81.1
Canada,2007,Solar,20322.54,10828.34,4639469254.16,988690.22,112176.26,230374,1,0.18,30.25
Canada,2007,Solar,36822.16,49699.11,2038973664.81,681291.55,756467.59,257477,1,0.3,29.68
Canada,2007,Solar,28571.58,49317.51,2839124252.42,16551.1,525974.03,416075,0,0.06,31.66
Canada,2007,Solar,60064.59,44469.0,2594213144.47,166130.77,725511.26,498727,1,0.45,63.4
Canada,2007,Wind,3388.78,11849.33,9106571841.28,5108.6,54242.87,437254,0,0.46,7.45
Canada,2008,Biomass,61954.11,37119.54,3980267282.36,85922.24,886789.35,532998,1,0.18,80.06
Canada,2008,Biomass,85524.07,19306.47,4645487355.85,773888.8,737399.73,9727,1,0.06,20.48
Canada,2008,Biomass,88197.41,7851.92,3560980047.81,318026.78,746763.72,337250,1,0.26,38.68
Canada,2008,Geothermal,67061.83,49079.01,9615423595.55,155551.51,40502.82,581503,0,0.41,31.71
Canada,2008,Geothermal,17777.98,15892.24,4169764864.78,921808.22,334366.42,601901,1,0.45,2.02
Canada,2008,Geothermal,68042.98,5602.42,1821328891.85,464796.18,319962.04,103319,1,0.37,94.97
Canada,2008,Geothermal,82371.15,17700.6,5051336018.7,965269.16,925530.98,615672,0,0.23,82.52
Canada,2008,Geothermal,2817.39,47875.86,4803040527.52,153174.55,615162.24,586600,0,0.36,74.4
Canada,2008,Hydro,93344.43,44718.99,7173788493.0,707485.9,439123.35,93966,1,0.14,73.96
Canada,2008,Wind,24304.37,32536.6,7788675728.38,908878.9,933522.95,402251,1,0.37,54.68
Canada,2008,Wind,83672.49,28717.41,2790398080.93,595467.89,564186.67,905847,0,0.45,37.79
Canada,2008,Wind,52083.38,43286.44,5076512441.32,985020.66,590718.0,425046,1,0.38,42.7
Canada,2008,Wind,20024.38,34672.7,7596734286.4,745566.26,979778.68,487699,1,0.23,57.01
Canada,2009,Hydro,29548.07,33438.57,5222537337.49,187889.73,970541.75,841761,1,0.1,51.19
Canada,2009,Solar,46268.79,6015.93,2889331537.85,600811.72,235686.76,233653,1,0.25,90.86
Canada,2009,Solar,21267.62,28763.56,5989611819.09,699354.66,662421.48,706338,1,0.49,4.96
Canada,2010,Biomass,19597.52,29727.69,8979449296.14,751063.18,409619.99,598646,1,0.34,6.75
Canada,2010,Biomass,71259.72,45312.09,8844069671.92,546571.71,781052.99,898971,0,0.29,91.26
Canada,2010,Geothermal,26142.83,9989.63,8062767449.89,559197.69,301162.63,689823,0,0.18,8.42
Canada,2010,Geothermal,33700.01,10141.05,1810945205.53,169260.15,490657.7,447169,0,0.26,87.87
Canada,2010,Hydro,93117.96,3607.45,3289667346.33,236097.88,378519.69,62045,0,0.24,70.68
Canada,2010,Hydro,88375.08,30413.68,5216569249.39,457075.35,616291.53,675909,0,0.44,86.37
Canada,2010,Solar,15296.64,4250.6,9111344262.38,546911.59,908618.22,741849,0,0.2,29.5
Canada,2010,Solar,9645.2,41437.24,2045486080.67,373724.18,376528.93,149280,1,0.32,62.23
Canada,2010,Wind,78649.73,8635.13,3895008196.96,473132.79,42943.28,816469,0,0.36,41.63
Canada,2010,Wind,63235.64,35709.0,4949848935.17,647172.13,165920.4,349688,0,0.37,13.55
Canada,2011,Biomass,74260.19,25775.75,7517176691.79,520758.13,949018.81,973184,0,0.31,10.86
Canada,2011,Geothermal,29778.42,24666.41,6696843436.67,183126.43,353873.15,899607,1,0.39,21.49
Canada,2011,Hydro,46271.52,49974.26,7665102637.38,538559.07,290444.63,954097,0,0.13,37.19
Canada,2011,Solar,59406.91,43067.85,1187444338.14,702874.89,598958.13,394973,1,0.15,98.66
Canada,2011,Solar,85736.89,35024.66,4562447189.33,913451.47,293747.26,138840,1,0.34,55.42
Canada,2011,Wind,80009.72,35494.64,5247317543.25,102530.27,988329.54,922608,1,0.36,48.18
Canada,2012,Geothermal,26580.4,31446.34,6976142096.46,596699.3,481695.97,935901,0,0.43,75.23
Canada,2012,Hydro,99925.06,26824.44,3439819648.45,743320.1,387603.46,746956,0,0.14,96.68
Canada,2012,Hydro,35958.92,14410.75,6838575836.71,810436.88,372835.85,432663,1,0.12,91.46
Canada,2012,Solar,32548.6,40389.85,8046509496.76,735601.08,935193.24,340186,0,0.24,13.55
Canada,2012,Wind,35937.8,34375.42,7485606663.31,228784.25,639815.62,733475,1,0.34,59.81
Canada,2012,Wind,89071.86,23444.0,9287323249.36,51236.83,917838.2,712626,1,0.1,78.51
Canada,2013,Biomass,94102.73,6139.12,6158679593.93,342707.15,43695.24,588423,1,0.16,67.35
Canada,2013,Biomass,98397.81,16191.49,1783535397.95,7977.21,111308.65,970573,1,0.47,71.16
Canada,2013,Biomass,28796.87,18301.75,1892057287.74,636300.08,277597.94,6494,1,0.34,16.88
Canada,2013,Hydro,29239.54,490.41,6532777240.57,580566.34,652041.44,877650,0,0.29,15.75
Canada,2013,Hydro,54726.78,14745.76,9735411766.01,127154.37,328962.49,560125,1,0.29,30.65
Canada,2013,Hydro,92962.55,48573.72,920291854.52,494816.83,925024.02,383403,0,0.23,23.08
Canada,2013,Solar,56844.85,47148.6,3137118138.97,386466.9,731445.9,501179,1,0.19,75.69
Canada,2013,Solar,59945.51,13910.15,5597638763.23,879027.43,243786.0,185959,1,0.32,8.72
Canada,2013,Wind,11848.82,1503.4,1135456328.89,336796.46,295590.69,924838,0,0.12,59.23
Canada,2013,Wind,51668.61,2353.38,6561285511.77,395506.89,988620.05,877645,0,0.5,46.5
Canada,2014,Biomass,6453.09,16913.69,7292534732.75,699292.66,870283.1,939417,0,0.15,41.31
Canada,2014,Biomass,53937.99,9253.91,4959577411.91,918549.55,856874.82,770398,0,0.43,28.53
Canada,2014,Geothermal,80750.68,39027.34,9925332814.52,350075.88,374325.1,824313,0,0.09,42.12
Canada,2014,Geothermal,11622.55,7732.19,3472263059.29,172539.1,380553.23,362786,0,0.42,90.66
Canada,2014,Hydro,22899.95,25200.28,260577591.6,22009.18,246257.39,389859,1,0.12,18.51
Canada,2014,Hydro,55890.54,19202.63,5152100408.02,774717.51,760295.37,229980,0,0.13,62.54
Canada,2014,Hydro,2931.84,2463.82,7603915838.82,314071.95,96908.37,32742,0,0.3,32.5
Canada,2014,Hydro,54716.84,23026.03,3201269868.69,869050.97,907657.49,823924,1,0.06,72.21
Canada,2014,Hydro,83414.13,25997.04,8869991648.33,855572.17,288428.65,815444,0,0.38,47.92
Canada,2014,Hydro,19666.31,22171.77,2985967861.56,75795.48,53404.54,237669,1,0.07,24.66
Canada,2014,Solar,4837.98,24652.65,9403072975.15,966933.46,968653.8,552710,0,0.34,31.74
Canada,2015,Biomass,18442.0,25259.15,5482680720.83,775847.46,91921.53,446592,0,0.06,68.84
Canada,2015,Geothermal,11760.83,30794.92,266052268.8,664335.61,393533.18,400204,1,0.28,84.7
Canada,2015,Geothermal,18333.31,5167.84,954150715.57,499132.42,823406.99,843710,1,0.42,8.66
Canada,2015,Hydro,39896.31,8150.95,3301798907.61,725744.71,453700.83,555890,1,0.36,8.74
Canada,2015,Hydro,79684.38,5266.06,3225647272.14,578691.51,446803.79,224205,1,0.39,61.51
Canada,2015,Solar,34240.75,47512.08,9583127247.11,104198.7,866891.81,77351,1,0.25,27.32
Canada,2015,Solar,57907.76,6237.43,4458384846.98,586575.49,196917.0,462007,0,0.37,46.3
Canada,2015,Wind,48263.29,41308.89,6894786716.12,805946.44,486332.39,891863,0,0.23,68.03
Canada,2016,Biomass,90916.45,38657.39,6889340109.9,791631.61,640544.04,983763,0,0.34,73.22
Canada,2016,Geothermal,6766.69,24171.98,2337745981.26,550141.55,313719.46,432902,0,0.06,12.08
Canada,2016,Geothermal,63271.35,34253.16,4963321885.9,795077.72,139442.45,509390,1,0.33,7.98
Canada,2016,Geothermal,35878.97,40784.43,259059305.17,755373.95,464556.13,947415,0,0.34,44.26
Canada,2016,Geothermal,26997.94,23165.59,6185572779.23,536897.88,813022.69,38901,0,0.45,94.9
Canada,2016,Hydro,45130.73,10918.42,238777177.21,972694.12,524723.98,897408,0,0.35,79.13
Canada,2016,Hydro,9341.15,829.55,1392108689.85,551643.72,802381.65,724561,0,0.11,76.92
Canada,2016,Hydro,97747.01,1573.38,3429908550.64,894672.04,3616.76,885793,0,0.06,84.86
Canada,2016,Hydro,18163.71,13863.42,2503128488.74,950987.18,16338.4,867982,1,0.12,25.93
Canada,2016,Solar,56527.86,31316.76,4061773376.77,12066.49,52289.34,35593,0,0.24,27.48
Canada,2016,Solar,11838.06,13631.04,4482997879.92,466380.88,488400.79,961917,1,0.38,37.91
Canada,2016,Wind,39614.64,12632.34,7079327275.19,171977.51,188023.59,656258,0,0.38,86.11
Canada,2016,Wind,81887.18,37628.79,2765592964.34,968117.93,381278.56,266852,0,0.13,49.94
Canada,2017,Biomass,32133.76,3146.14,8273888432.07,433366.61,724107.09,58615,0,0.41,25.28
Canada,2017,Biomass,80365.9,5265.48,2474851154.13,874323.83,170699.44,418002,0,0.45,30.45
Canada,2017,Biomass,25166.0,12875.98,3839288852.58,866413.79,177283.14,304640,1,0.32,90.56
Canada,2017,Geothermal,89627.77,38924.68,5127571535.03,289416.17,348762.58,279630,1,0.3,89.94
Canada,2017,Geothermal,65095.62,29415.9,6870538129.4,809342.71,112792.77,612466,0,0.33,14.51
Canada,2017,Wind,20636.04,47500.86,8099752941.41,414844.63,483385.57,41320,0,0.08,11.9
Canada,2018,Biomass,89135.88,47010.38,3869901271.99,393556.03,170925.6,583225,1,0.44,56.19
Canada,2018,Biomass,80716.97,9951.28,8453614029.6,380864.79,519882.34,234119,1,0.45,80.85
Canada,2018,Biomass,5088.62,3127.1,8099295919.04,668384.18,646644.89,259872,1,0.1,41.05
Canada,2018,Biomass,1212.8,43516.53,356129839.62,118449.7,647130.29,515069,0,0.09,99.53
Canada,2018,Geothermal,76193.28,19375.19,5060959895.7,862567.75,759102.35,668232,1,0.49,12.8
Canada,2018,Hydro,98141.44,34543.01,2525496221.76,155673.4,720769.62,391958,0,0.16,72.13
Canada,2018,Solar,24806.62,45659.37,4392124429.93,887157.49,335506.63,180932,1,0.25,88.72
Canada,2018,Solar,67974.78,1027.47,8102781607.23,276449.64,603402.59,242154,1,0.18,84.06
Canada,2018,Solar,27092.79,42132.36,928168308.93,850635.16,545399.11,827120,0,0.1,51.71
Canada,2019,Biomass,39870.29,5002.92,4101297509.01,337348.02,656717.15,777644,1,0.31,41.21
Canada,2019,Geothermal,41142.73,12201.75,8080811225.33,824726.37,42515.44,823421,1,0.47,35.51
Canada,2019,Geothermal,16255.68,32918.67,8276411419.29,977171.19,704923.89,556457,0,0.25,55.28
Canada,2019,Hydro,86788.1,41819.61,725090122.32,103587.36,622018.68,995378,1,0.11,61.98
Canada,2019,Hydro,74974.19,35089.44,6179536852.75,296263.97,467546.82,772890,1,0.07,2.55
Canada,2019,Hydro,97847.48,26028.68,2139859511.93,987987.37,211799.33,645952,0,0.08,43.53
Canada,2019,Solar,93623.58,19607.29,7565706059.12,914333.95,439905.79,107441,0,0.21,62.27
Canada,2019,Solar,90756.89,37813.54,3624097785.27,569856.1,677350.65,494200,0,0.06,14.41
Canada,2019,Solar,52126.84,40081.42,7135948284.28,739544.49,749893.34,151813,1,0.07,79.28
Canada,2019,Wind,21125.81,22932.01,3058277493.99,14640.69,785199.29,568374,0,0.44,25.09
Canada,2019,Wind,66336.26,11525.86,6044883348.63,266160.66,188426.83,506277,1,0.18,28.42
Canada,2020,Biomass,42778.79,9648.54,6001946298.79,827738.46,285416.51,717514,0,0.21,38.51
Canada,2020,Geothermal,40223.36,41617.16,2698073282.24,751371.07,9495.88,834498,1,0.1,43.32
Canada,2020,Geothermal,69510.4,863.45,4861175259.35,526334.27,706885.06,209519,1,0.17,9.8
Canada,2020,Geothermal,96697.8,6582.18,324069138.54,338849.08,256667.1,599456,0,0.22,62.96
Canada,2020,Hydro,83592.82,3160.94,2239349608.25,182785.17,564013.57,542139,0,0.25,57.68
Canada,2020,Hydro,17429.88,20779.88,2837966596.86,219405.13,717516.04,515832,0,0.14,60.88
Canada,2020,Wind,74467.29,33989.7,614669488.91,954773.1,71474.34,202234,1,0.09,90.93
Canada,2020,Wind,69720.85,30416.05,5906358548.66,662237.82,284034.13,89429,0,0.09,22.38
Canada,2021,Biomass,15156.08,30711.68,8408380392.09,235945.55,365832.88,730256,0,0.41,40.35
Canada,2021,Geothermal,83385.42,47656.24,216061863.67,633618.45,40647.76,374808,0,0.33,58.68
Canada,2021,Hydro,35644.26,15666.46,8367160554.93,928048.31,902263.3,459868,1,0.38,56.22
Canada,2021,Hydro,9894.22,14533.16,2052622332.81,58767.13,898046.81,888071,1,0.2,53.13
Canada,2021,Hydro,68321.28,16674.12,8106802504.63,823855.06,345058.12,944289,0,0.49,41.89
Canada,2021,Hydro,54709.71,44195.3,6546779849.72,989145.1,811641.93,490759,1,0.48,53.8
Canada,2021,Hydro,12688.31,41716.27,6704039185.06,512096.93,337273.68,249609,0,0.27,16.18
Canada,2021,Solar,3996.64,9637.65,4952257876.34,147243.18,498471.41,184504,1,0.3,95.76
Canada,2021,Solar,92332.53,48564.16,1771427664.68,611246.5,299513.09,673026,0,0.49,37.94
Canada,2021,Solar,75620.98,23835.96,566524650.62,542052.8,903794.15,421064,0,0.24,35.56
Canada,2021,Solar,4720.88,47452.48,6873589031.38,478190.99,111888.28,391520,0,0.37,48.29
Canada,2021,Wind,32952.76,46664.61,5610702076.04,658114.25,170945.7,563874,0,0.29,72.54
Canada,2022,Geothermal,35116.53,31986.71,5054198890.14,139397.69,843594.94,404269,0,0.44,57.3
Canada,2022,Geothermal,67009.65,6376.94,205657814.93,648154.92,945738.43,625226,1,0.19,1.87
Canada,2022,Geothermal,1469.07,47934.54,4020863344.51,119634.62,671886.41,474095,0,0.46,32.29
Canada,2022,Geothermal,25335.8,8278.57,2656209886.08,3332.79,690773.76,290715,0,0.35,85.22
Canada,2022,Geothermal,30658.03,1290.81,3025489912.81,68628.28,223002.76,354313,0,0.2,17.94
Canada,2022,Geothermal,38618.09,16778.48,8883313669.36,19534.42,621066.93,482706,1,0.39,92.51
Canada,2022,Hydro,22171.89,21248.2,7010583684.96,348912.45,455537.86,544799,0,0.25,84.06
Canada,2022,Hydro,26943.91,45412.49,8670560635.37,926793.84,868709.67,518873,0,0.39,61.6
Canada,2022,Solar,6174.22,14702.8,1565431536.03,124239.71,438368.56,827770,1,0.08,19.77
Canada,2023,Biomass,99702.74,31441.12,8859843167.61,272077.93,647297.22,848142,0,0.14,95.34
Canada,2023,Biomass,97887.77,46308.77,4852803142.03,71894.66,339959.64,101465,0,0.1,30.75
Canada,2023,Geothermal,96864.64,38261.42,961236031.59,24830.56,474930.86,849460,1,0.15,75.49
Canada,2023,Geothermal,30744.78,18544.2,3532360650.75,250195.3,102714.99,377400,1,0.17,7.22
Canada,2023,Geothermal,77626.96,10393.31,4991930086.39,827739.04,800716.75,768384,1,0.43,84.33
Canada,2023,Geothermal,8665.02,2242.66,6031226411.79,858822.15,20297.46,438708,0,0.49,7.4
Canada,2023,Geothermal,6803.68,1140.74,1518907041.66,721387.1,578307.81,82773,1,0.07,60.87
Canada,2023,Hydro,88725.76,31932.14,7356931436.81,649129.96,435515.72,205625,1,0.2,45.82
Canada,2023,Hydro,31313.2,16058.91,4387924365.75,567444.95,858589.2,196372,1,0.15,50.23
Canada,2023,Hydro,39682.58,2231.23,425085270.37,961277.88,95542.98,169308,0,0.22,41.22
Canada,2023,Solar,36943.59,21391.35,3626031203.34,623326.02,147579.93,200229,0,0.3,56.49
Canada,2023,Solar,25364.64,4050.89,1774233896.56,897019.73,293916.29,160933,1,0.47,78.12
Canada,2023,Wind,93394.83,47228.02,7037295376.95,760197.11,128911.13,942837,0,0.39,2.14
Canada,2023,Wind,22486.71,10295.32,116173697.95,287547.38,536042.01,317986,0,0.23,68.87
Canada,2023,Wind,43738.93,41745.87,4525105787.69,258084.14,307118.49,554375,1,0.14,78.17
China,2000,Biomass,66206.31,3530.01,5640793179.71,481213.41,262839.0,159323,1,0.5,7.99
China,2000,Geothermal,37077.49,41799.68,5204430335.38,351125.43,559706.34,34072,1,0.36,16.97
China,2000,Geothermal,5295.77,14470.27,7882287994.08,453148.54,8728.98,657032,0,0.29,5.11
China,2000,Hydro,51412.71,27649.53,3345972856.17,58953.08,629541.09,191740,1,0.25,19.52
China,2000,Hydro,12919.14,46214.4,6027986577.44,989552.51,987010.18,725595,1,0.07,44.97
China,2000,Hydro,54708.43,49464.1,1837748250.25,39272.47,963460.31,762732,1,0.18,64.22
China,2000,Hydro,32679.07,33322.85,7792763027.4,372443.35,701411.2,559314,1,0.25,67.09
China,2000,Solar,24105.08,34069.37,5645018026.69,430375.41,533479.2,895843,1,0.43,44.27
China,2000,Solar,79674.05,12185.84,377448585.36,795827.18,156819.11,714201,1,0.47,1.29
China,2000,Solar,67689.89,33246.41,3336333434.48,703788.97,524248.56,852512,0,0.1,82.37
China,2000,Wind,91171.3,12239.42,6876746726.28,840126.81,614841.74,192775,0,0.42,76.73
China,2000,Wind,54656.84,5253.42,8771815820.19,928973.28,250409.67,317426,1,0.23,38.15
China,2000,Wind,41504.8,3137.07,4313350325.69,85423.16,734986.47,221543,1,0.23,62.22
China,2000,Wind,24163.36,48966.03,941177182.78,954456.07,696344.56,461713,0,0.48,0.27
China,2001,Biomass,17689.51,35379.27,2068398731.59,605736.15,674217.54,821661,1,0.45,92.76
China,2001,Biomass,51962.21,14899.34,750370092.23,183690.53,832925.81,128380,0,0.3,33.91
China,2001,Biomass,70591.9,42170.91,7365128244.79,794926.4,341304.56,8052,0,0.08,8.88
China,2001,Biomass,25253.59,46682.75,9760166324.33,309164.99,344873.12,610716,0,0.35,33.01
China,2001,Hydro,24466.39,30406.31,6102085567.82,962399.34,32901.68,541735,1,0.26,18.2
China,2001,Solar,57818.92,5248.31,7915208636.09,206051.05,397057.54,663920,0,0.21,6.91
China,2001,Solar,70143.23,35866.71,8989019856.73,578532.9,978804.55,641876,1,0.47,42.38
China,2001,Wind,20257.9,25029.89,3698334279.91,117603.43,407025.31,635109,0,0.21,0.19
China,2001,Wind,68403.7,16017.63,6007806160.64,352102.27,624864.43,524493,0,0.24,49.69
China,2002,Biomass,61107.2,31681.79,5765123866.22,468899.45,341111.76,727131,0,0.09,56.01
China,2002,Geothermal,17862.8,12909.4,7496814392.14,857321.49,320417.64,323260,1,0.22,27.52
China,2002,Hydro,81495.81,1882.75,9020923307.51,168312.82,142262.15,311859,0,0.22,17.47
China,2002,Wind,41652.93,19213.27,977488588.64,646258.86,900832.62,695530,0,0.46,33.8
China,2002,Wind,64481.04,5979.03,9279634349.63,9483.76,233829.02,531375,1,0.07,96.53
China,2003,Biomass,96337.52,18910.44,5820906647.36,152289.35,829262.15,260199,0,0.13,34.86
China,2003,Biomass,70449.05,5364.21,1934223505.72,218750.17,621811.16,540711,0,0.41,80.82
China,2003,Biomass,73152.29,7412.39,6240629612.33,512807.36,59403.3,37260,1,0.49,40.0
China,2003,Geothermal,97682.16,34344.54,8640349922.01,506882.32,207870.12,889772,0,0.13,15.54
China,2003,Hydro,48279.11,15524.42,784647183.91,449943.66,440348.95,4674,0,0.12,81.72
China,2003,Hydro,70994.14,30231.29,3133259989.18,861170.36,352033.84,179721,1,0.31,33.82
China,2003,Solar,38469.28,37558.03,7783575260.51,858230.49,726067.76,113243,0,0.08,72.16
China,2003,Solar,60943.36,1320.78,582905674.49,516650.63,912007.78,666787,1,0.08,27.34
China,2003,Solar,5844.04,32593.24,5910501787.82,988377.91,952564.39,222501,1,0.25,52.91
China,2003,Solar,73494.67,3954.74,1866391135.69,721465.17,480901.79,951594,0,0.22,12.84
China,2003,Solar,13585.25,5516.61,8689413058.23,168976.58,697483.73,891604,0,0.06,9.22
China,2003,Solar,64105.17,48421.13,1157370110.55,889167.31,466217.4,890172,1,0.25,91.78
China,2003,Wind,29638.15,49062.49,3370178171.91,324485.96,142391.63,143666,1,0.24,72.54
China,2003,Wind,6329.8,26981.34,8243387269.34,717163.08,509307.2,205205,0,0.44,19.85
China,2004,Biomass,83220.3,49142.95,1018262791.64,965283.02,680449.17,421550,0,0.42,97.26
China,2004,Biomass,82308.26,15814.03,3763997804.4,852247.69,602891.86,455504,0,0.4,25.07
China,2004,Geothermal,81473.49,39898.22,5547233615.5,64049.2,52855.61,473776,0,0.18,50.65
China,2004,Geothermal,90261.47,24697.68,6073324966.97,670956.76,916056.35,396132,0,0.18,4.88
China,2004,Geothermal,4359.99,7230.72,1411819744.92,523040.94,719165.93,494802,0,0.33,10.09
China,2004,Geothermal,16097.27,8715.06,2112259354.75,43144.58,700931.14,873620,1,0.38,89.54
China,2004,Geothermal,80181.6,48364.78,1449912557.33,790593.95,902245.99,836391,0,0.29,16.74
China,2004,Geothermal,75290.87,28350.49,690399135.55,401972.36,177543.82,386007,1,0.08,5.07
China,2004,Geothermal,43507.35,11505.76,4474953495.04,272797.39,338417.72,903108,0,0.29,20.96
China,2004,Solar,17462.46,12976.08,4487469678.17,775199.55,333189.87,204965,1,0.43,52.59
China,2004,Solar,83923.55,9687.66,4628264777.45,739846.11,677919.35,140645,1,0.12,76.97
China,2004,Wind,88192.59,7755.35,4179178416.28,677508.78,149583.85,768511,1,0.07,77.66
China,2004,Wind,50194.82,10378.34,7648197452.81,725971.79,441254.06,105515,0,0.12,11.51
China,2005,Biomass,28181.63,8710.13,3706451970.99,653912.46,103353.56,257000,1,0.09,66.01
China,2005,Biomass,87194.32,1172.3,1392741979.19,210864.93,142951.15,172676,1,0.29,86.86
China,2005,Geothermal,15616.32,22952.15,2699205107.56,781878.44,966566.47,629060,1,0.32,18.45
China,2005,Geothermal,85498.89,47149.29,448241608.61,264320.1,940339.72,700982,0,0.35,62.19
